Sample,Time(S),CH1(V)
950,-4.05,-0.00928454
951,-4.049,-0.0110234
952,-4.048,-0.0110234
953,-4.047,-0.0127622
954,-4.046,-0.0162399
955,-4.045,-0.0162399
956,-4.044,-0.0162399
957,-4.043,-0.0179788
958,-4.042,-0.0179788
959,-4.041,-0.0179788
960,-4.04,-0.0179788
961,-4.039,-0.0179788
962,-4.038,-0.0179788
963,-4.037,-0.0179788
964,-4.036,-0.0179788
965,-4.035,-0.0179788
966,-4.034,-0.0197176
967,-4.033,-0.0162399
968,-4.032,-0.0162399
969,-4.031,-0.0162399
970,-4.03,-0.0145011
971,-4.029,-0.0145011
972,-4.028,-0.0145011
973,-4.027,-0.0110234
974,-4.026,-0.00928454
975,-4.025,-0.00928454
976,-4.024,-0.00754569
977,-4.023,-0.00406799
978,-4.022,-0.00232914
979,-4.021,-0.000590291
980,-4.02,0.00114856
981,-4.019,0.00288741
982,-4.018,0.00636511
983,-4.017,0.00984281
984,-4.016,0.00984281
985,-4.015,0.0115817
986,-4.014,0.0150594
987,-4.013,0.0167982
988,-4.012,0.0202759
989,-4.011,0.0220148
990,-4.01,0.0237536
991,-4.009,0.0254925
992,-4.008,0.0254925
993,-4.007,0.0272313
994,-4.006,0.0289702
995,-4.005,0.0289702
996,-4.004,0.030709
997,-4.003,0.030709
998,-4.002,0.030709
999,-4.001,0.030709
1000,-4,0.030709
1001,-3.999,0.030709
1002,-3.998,0.030709
1003,-3.997,0.030709
1004,-3.996,0.0272313
1005,-3.995,0.0289702
1006,-3.994,0.0254925
1007,-3.993,0.0272313
1008,-3.992,0.0254925
1009,-3.991,0.0220148
1010,-3.99,0.0220148
1011,-3.989,0.0202759
1012,-3.988,0.0167982
1013,-3.987,0.0167982
1014,-3.986,0.0150594
1015,-3.985,0.0115817
1016,-3.984,0.00984281
1017,-3.983,0.00810396
1018,-3.982,0.00810396
1019,-3.981,0.00462626
1020,-3.98,0.00114856
1021,-3.979,-0.000590291
1022,-3.978,-0.00232914
1023,-3.977,-0.00232914
1024,-3.976,-0.00754569
1025,-3.975,-0.00928454
1026,-3.974,-0.0127622
1027,-3.973,-0.0145011
1028,-3.972,-0.0162399
1029,-3.971,-0.0179788
1030,-3.97,-0.0197176
1031,-3.969,-0.0214565
1032,-3.968,-0.0214565
1033,-3.967,-0.0249342
1034,-3.966,-0.0249342
1035,-3.965,-0.0249342
